wavelength,intensity,error,status,Version,IDData,IDDevice,IDDataType,IDDataTypeSub1,IDDataTypeSub2,IDDataTypeSub3,DateTime,PositionLatitude,PositionLongitude,Comment,CommentSub1,CommentSub2,CommentSub3,IDMethodType,MethodName,Mission,MissionSub,RecordType,CalFactor,IDBasisSpec,IDDataBack,IDDataCal,InclV,InclValid,InclX,InclY,IntegrationTime,P31,P31e,PathLength,PathLengthCustomOn,PressValid,Pressure,RAWDynamic,Salinity,Temperature,Unit1,Unit2,Unit3,Unit4,p999
1,1223,0,0,1,95A7_2019-06-17_14-09-30_000_649,SAM_8581,SPECTRUM,RAW,,,2019-06-17 14:09:30,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,16.9547736392468,1,-11.9,-11.9,64,-1,0,+INF,0,1,0.43354877364135,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,49
2,1233,0,0,1,95A7_2019-06-17_14-09-30_000_649,SAM_8581,SPECTRUM,RAW,,,2019-06-17 14:09:30,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,16.9547736392468,1,-11.9,-11.9,64,-1,0,+INF,0,1,0.43354877364135,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,49
3,1262,0,0,1,95A7_2019-06-17_14-09-30_000_649,SAM_8581,SPECTRUM,RAW,,,2019-06-17 14:09:30,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,16.9547736392468,1,-11.9,-11.9,64,-1,0,+INF,0,1,0.43354877364135,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,49
4,1354,0,0,1,95A7_2019-06-17_14-09-30_000_649,SAM_8581,SPECTRUM,RAW,,,2019-06-17 14:09:30,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,16.9547736392468,1,-11.9,-11.9,64,-1,0,+INF,0,1,0.43354877364135,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,49
5,1395,0,0,1,95A7_2019-06-17_14-09-30_000_649,SAM_8581,SPECTRUM,RAW,,,2019-06-17 14:09:30,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,16.9547736392468,1,-11.9,-11.9,64,-1,0,+INF,0,1,0.43354877364135,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,49
6,1483,0,0,1,95A7_2019-06-17_14-09-30_000_649,SAM_8581,SPECTRUM,RAW,,,2019-06-17 14:09:30,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,16.9547736392468,1,-11.9,-11.9,64,-1,0,+INF,0,1,0.43354877364135,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,49
7,1618,0,0,1,95A7_2019-06-17_14-09-30_000_649,SAM_8581,SPECTRUM,RAW,,,2019-06-17 14:09:30,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,16.9547736392468,1,-11.9,-11.9,64,-1,0,+INF,0,1,0.43354877364135,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,49
8,1752,0,0,1,95A7_2019-06-17_14-09-30_000_649,SAM_8581,SPECTRUM,RAW,,,2019-06-17 14:09:30,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,16.9547736392468,1,-11.9,-11.9,64,-1,0,+INF,0,1,0.43354877364135,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,49
9,1910,0,0,1,95A7_2019-06-17_14-09-30_000_649,SAM_8581,SPECTRUM,RAW,,,2019-06-17 14:09:30,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,16.9547736392468,1,-11.9,-11.9,64,-1,0,+INF,0,1,0.43354877364135,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,49
10,2127,0,0,1,95A7_2019-06-17_14-09-30_000_649,SAM_8581,SPECTRUM,RAW,,,2019-06-17 14:09:30,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-50-24_513_420,16.9547736392468,1,-11.9,-11.9,64,-1,0,+INF,0,1,0.43354877364135,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,49
